scale,model,protocol,month,horizon_months,r,r2,kappa,mae,rmse,selected_by_validation,validation_rmse
9,mlp_11,causal,5,5,0.642492644517192,-1.8063206230854592,-0.051671602077163925,1.128663806986484,1.268210885452696,True,2.29518290293719
9,mlp_11,causal,6,6,0.6620771122316754,-1.7780457901910456,-0.0484598698481562,1.2048417831145857,1.345592046450021,True,2.29518290293719
9,mlp_11,causal,7,7,0.5020275266581453,-1.1541696849798604,-0.040714159135211814,1.0986225413670483,1.2796909133352878,True,2.29518290293719
9,mlp_11,causal,8,8,0.08298023532932457,-3.3612304748333006,-0.05707584050039083,0.9842862154152879,1.1476568262424567,True,2.29518290293719
9,mlp_11,causal,9,9,-0.34664339222211615,-1.3571355851248317,-0.08042449814601715,0.6110445569185772,0.7701468570924905,True,2.29518290293719
9,mlp_11,causal,10,10,-0.285890347378904,-3.708220285437979,0.010855427713856947,1.0486532614430235,1.2894954252578594,True,2.29518290293719
9,mlp_11,causal,11,11,-0.08378094022592565,-0.547775221800676,0.08556308716851002,0.6939948588704119,0.9111386245249001,True,2.29518290293719
9,mlp_11,causal,12,12,-0.13754735443945892,-5.523882992009233,-0.010525453577425514,1.3994515406161763,1.5641218151443106,True,2.29518290293719
9,extra_trees,causal,1,1,0.8388431341118441,-14.631073052720023,-0.0016834426401990399,2.338198654008039,2.3639009874341896,False,2.58743141122436
9,extra_trees,causal,2,2,0.5869296934497122,-7.398788104105499,-0.008509887005649697,1.731216630928438,1.8088837983814272,False,2.58743141122436
9,extra_trees,causal,3,3,0.6122575393635733,-4.255918421819405,-0.006706129177281417,1.5948217126728184,1.7151719138242962,False,2.58743141122436
9,extra_trees,causal,4,4,0.5400322311145267,-8.065129857636014,-0.005809834207170184,1.9012304133764946,1.9846039125742803,False,2.58743141122436
9,extra_trees,causal,5,5,-0.05332895943112925,-4.828680793562329,-0.0036096879366558365,1.648512314990384,1.8277128642625735,False,2.58743141122436
9,extra_trees,causal,6,6,-0.20693552494019923,-2.9928124789413286,-0.00448811256671533,1.4051109294392548,1.6131812611940712,False,2.58743141122436
9,extra_trees,causal,7,7,-0.33647325168950676,-2.123539941545825,-0.0019341546482780636,1.3000391668653712,1.5409504113717585,False,2.58743141122436
9,extra_trees,causal,8,8,-0.3426274438540169,-6.576663071988617,0.01079202487653197,1.3788646331647432,1.5126780764223737,False,2.58743141122436
9,extra_trees,causal,9,9,-0.32476845590096526,-0.7442350725360267,0.0,0.5588442303418385,0.6624967814341398,False,2.58743141122436
9,extra_trees,causal,10,10,-0.41649603787730316,-1.5383299082636528,0.05705996131528057,0.7497246585280023,0.9468157030038924,False,2.58743141122436
9,extra_trees,causal,11,11,-0.4064252422994255,-0.5277555870415993,-0.13250366032210814,0.767840668904829,0.9052269036029954,False,2.58743141122436
9,extra_trees,causal,12,12,-0.39450115222593046,-4.6155062385478685,0.01485383652143879,1.2700087199249548,1.4511488055029294,False,2.58743141122436
12,persistence_last,causal,1,1,0.8637702352685891,-0.046328568766036415,0.6937296121783254,0.3978749797510826,0.524990538635618,,
12,persistence_last,causal,2,2,0.7894321887678442,-3.484979087569463,-0.004445110378583639,1.3573937356861068,1.4283569051101233,,
12,persistence_last,causal,3,3,0.49975508842620786,-5.782947970397408,-0.008060615831049445,1.89058085094043,2.030600431084271,,
12,persistence_last,causal,4,4,0.3997632474063328,-5.472460343798662,-0.006087462512868846,1.6224500059309068,1.7946093318327108,,
12,persistence_last,causal,5,5,0.43884635863517896,-5.8482826374994605,-0.01384096612296104,1.9268412559393622,2.084207993585118,,
12,persistence_last,causal,6,6,0.422287928441502,-5.804245396101075,-0.01387084447841036,2.0228611466810795,2.1876389759144743,,
12,persistence_last,causal,7,7,0.4751486939822056,-5.071198113989205,-0.01599051202355639,1.7521197003668072,1.9081142820832455,,
12,persistence_last,causal,8,8,0.4873733711504018,-5.417402934590903,-0.013544939006976398,1.7762286149968867,1.9235062499389675,,
12,persistence_last,causal,9,9,0.415362106593462,-5.424170626767584,-0.007620627023611881,2.0647214895730177,2.239753753640819,,
12,persistence_last,causal,10,10,0.3485826140108111,-5.509063996483473,-0.009186954524575075,2.103880721846134,2.2953229657424012,,
12,persistence_last,causal,11,11,0.20530393432572247,-5.441320931625335,-0.006642098045937628,1.6160080447060265,1.8391216393104577,,
12,persistence_last,causal,12,12,0.09492474555473092,-8.943709564538436,0.008702652967336189,1.9496949362494578,2.159235852181267,,
12,seasonal_persistence,causal,1,1,-0.03520883493050506,-6.759918003391405,-0.02708583433373346,1.2600119010174846,1.4297035681529062,,
12,seasonal_persistence,causal,2,2,0.2634408728225025,-0.2315680856800333,0.09952426260704095,0.5837975136161823,0.7484895486972651,,
12,seasonal_persistence,causal,3,3,-0.45970515172609905,-4.814443783070232,-0.06661509019096878,1.6563463036240098,1.8800496520473986,,
12,seasonal_persistence,causal,4,4,0.021095878267624858,-2.8897191227762904,-0.008344174779058688,1.2323539333986757,1.3912152948365246,,
12,seasonal_persistence,causal,5,5,-0.1324373679586219,-5.03961195123837,-0.03351758202987187,1.7546225420622414,1.957288016612035,,
12,seasonal_persistence,causal,6,6,-0.14752890813799027,-5.186011476580245,-0.025649833963128366,1.8835266840526355,2.085888208186822,,
12,seasonal_persistence,causal,7,7,0.03904583465942949,-2.8636430285179717,-0.01486788702062447,1.3212672349997256,1.5221788271082508,,
12,seasonal_persistence,causal,8,8,0.031458290720193564,-3.225528984899671,-0.01933404940923733,1.3531579369247893,1.5608259970770835,,
12,seasonal_persistence,causal,9,9,-0.15772546602231077,-5.289288526628894,-0.021531289506953044,1.9881328238446556,2.216116048783987,,
12,seasonal_persistence,causal,10,10,-0.4654007654788112,-6.628184908714059,-0.03477356746765259,2.1892311261260637,2.4848211627774615,,
12,seasonal_persistence,causal,11,11,-0.34634049490156266,-3.419103699010484,-0.034051609470603816,1.1656258498995804,1.5233162741813597,,
12,seasonal_persistence,causal,12,12,0.09492474555473092,-8.943709564538436,0.008702652967336189,1.9496949362494578,2.159235852181267,,
12,ridge,causal,1,1,0.8774332390703562,0.29691546893382104,0.325281964267891,0.37851913879769494,0.4303494045498789,False,2.9013738669803217
12,ridge,causal,2,2,0.7529111387817996,0.19367322917030982,0.15140981073773652,0.5206246118016931,0.6056365362460988,False,2.9013738669803217
12,ridge,causal,3,3,0.7318370914065424,0.5045510701774001,0.2556810195380218,0.4395250688502417,0.5488007276166875,False,2.9013738669803217
12,ridge,causal,4,4,0.42491406160648476,-0.06139626537351606,0.05379554891988991,0.6136775256339069,0.7267315254490931,False,2.9013738669803217
12,ridge,causal,5,5,0.5606144734793281,0.029097386812573456,0.05563654033041787,0.6401436964315076,0.7847621606674026,False,2.9013738669803217
12,ridge,causal,6,6,0.5347783957537583,-0.01805660569562506,-0.0038256317326084144,0.701454585630919,0.8461972924226825,False,2.9013738669803217
12,ridge,causal,7,7,0.4930631476680272,-1.08309578173475,-0.010383889238514632,0.9539059471560574,1.1176911174156619,False,2.9013738669803217
12,ridge,causal,8,8,0.48436638223382744,-1.3220458638456956,-0.03002257336343117,1.0080931685965842,1.157042587008888,False,2.9013738669803217
12,ridge,causal,9,9,0.5706704002574299,-1.0643092384717696,0.01321450522433909,1.0899349764937865,1.2696356765684316,False,2.9013738669803217
12,ridge,causal,10,10,0.6918793774138206,-1.3724303754226823,-0.02766358341897912,1.2085498945190585,1.3857384555328471,False,2.9013738669803217
12,ridge,causal,11,11,0.5834895125125531,-3.6547673845676636,-0.07074973600844792,1.4441973022682377,1.5634067284956092,False,2.9013738669803217
12,ridge,causal,12,12,0.14989971038020372,-6.0160309697497665,0.0014087262766582231,1.6818715214907343,1.8137257376679257,False,2.9013738669803217
12,mlp_11,causal,1,1,0.5301063498798344,-3.6270126711213706,-0.016529684558519442,0.9950567831903248,1.1039967104897996,True,2.574223972494244
12,mlp_11,causal,2,2,0.5269818873072889,0.053486076015610395,0.26344213368705294,0.4500839689186915,0.656175530503081,True,2.574223972494244
12,mlp_11,causal,3,3,0.7564243313433863,0.5196643022900796,0.34065055936824284,0.4014142176754857,0.5403655618127484,True,2.574223972494244
12,mlp_11,causal,4,4,0.6742155343811859,-0.34388690416996437,0.04890794586627367,0.6711581793336907,0.8177425261648791,True,2.574223972494244
12,mlp_11,causal,5,5,0.6804436766566858,-0.05625534719452285,0.17746732762505635,0.6101297203670359,0.8185301472412,True,2.574223972494244
12,mlp_11,causal,6,6,0.7098775786018766,-0.009176411129072193,0.09926202623906721,0.6775392834284968,0.8424986499023843,True,2.574223972494244
12,mlp_11,causal,7,7,0.6583985691337644,-2.047239836005636,-0.0327306211284113,1.1959952814072212,1.3518250762993766,True,2.574223972494244
12,mlp_11,causal,8,8,0.5754774028850769,-2.568881518407682,-0.03387573348870121,1.290359725750148,1.4344321569545944,True,2.574223972494244
12,mlp_11,causal,9,9,0.5233575157532999,-1.8543899479715247,-0.01193337550073803,1.3198854705289789,1.4929607528296405,True,2.574223972494244
12,mlp_11,causal,10,10,0.36367614880701293,-1.722443355591801,-0.024633257016874355,1.2864573407139521,1.4844444743904,True,2.574223972494244
12,mlp_11,causal,11,11,0.01752669123182845,-6.607027124062382,-0.007878073921366413,1.8400522579609417,1.9986210988385036,True,2.574223972494244
12,mlp_11,causal,12,12,-0.301748735142062,-5.728019708005696,0.04534860754493386,1.5653355681537204,1.77610850806437,True,2.574223972494244
12,extra_trees,causal,1,1,0.4178787348516067,-5.891843094550703,-0.014659840141441505,1.2633878784694443,1.347364577997545,False,2.917611376959314
12,extra_trees,causal,2,2,0.2983585199526397,-2.2857495893520356,0.007798808271994528,1.0555511517942429,1.2225700673927686,False,2.917611376959314
12,extra_trees,causal,3,3,0.4029543533253151,-3.2537857593474806,-0.0019098396530459194,1.4530286511433543,1.6080629197325458,False,2.917611376959314
12,extra_trees,causal,4,4,0.37765412324568176,-6.201161492922301,-0.00882589906980158,1.7786095992592883,1.8929384717879643,False,2.917611376959314
12,extra_trees,causal,5,5,0.31141425298751924,-3.9014562919546893,-0.006640640721213842,1.5989752580948793,1.7632455089986554,False,2.917611376959314
12,extra_trees,causal,6,6,0.3415515780347774,-3.037634242823061,-0.0010880077369439523,1.5095466286319217,1.6851910959101948,False,2.917611376959314
12,extra_trees,causal,7,7,0.29944851102376313,-5.064321227195053,-0.002753432094935171,1.7573202580701488,1.9070333089721943,False,2.917611376959314
12,extra_trees,causal,8,8,0.23722198799031394,-5.225333963933455,-0.0018720748829954559,1.7431671487482072,1.894502901584066,False,2.917611376959314
12,extra_trees,causal,9,9,0.29094437882805857,-2.3311381553818653,0.007311562949271044,1.4104993565651398,1.6128280274137765,False,2.917611376959314
12,extra_trees,causal,10,10,0.2721826006647617,-2.0091471631882936,-0.00473100272137339,1.334393610900746,1.5606526173222595,False,2.917611376959314
12,extra_trees,causal,11,11,0.30723307184151666,-5.092745332553407,-0.0049554013875126035,1.6493803655012016,1.7886670152013637,False,2.917611376959314
12,extra_trees,causal,12,12,0.06639672672892347,-4.496317282335915,0.0014087262766582231,1.4508870704380896,1.6053205481202566,False,2.917611376959314
18,persistence_last,causal,1,1,0.7941656198066835,-2.2625595430200556,0.0,1.1971940583542187,1.271804970387827,,
18,persistence_last,causal,2,2,0.7145758235931245,-0.3238811386590077,0.6601876675603218,0.8195467137621147,1.0112458267437232,,
18,persistence_last,causal,3,3,0.6520802094400323,-0.25246249154058087,0.36466165413533835,0.8236841032363716,0.9658368604823967,,
18,persistence_last,causal,4,4,0.633615154569606,0.11286639231278395,0.2505543237250555,0.6256763986519548,0.7326003120823404,,
18,persistence_last,causal,5,5,0.7930779603619801,0.6176235918610613,0.3127140410958904,0.34921147564646265,0.4588927426416395,,
18,persistence_last,causal,6,6,0.6775415455728974,0.27411425516130117,0.11258687258687261,0.5468359359270043,0.6892888094597185,,
18,persistence_last,causal,7,7,0.6183514756252468,-2.643929073153768,0.005825018743872201,1.257033998233066,1.3734706371565513,,
18,persistence_last,causal,8,8,0.6356994071607788,-4.915622558153523,-0.008320480558486665,1.7344151227483284,1.8329000037054515,,
18,persistence_last,causal,9,9,0.4484020306827596,-5.076648880483493,-0.0018598163431360337,2.1623147724589935,2.3231155893465147,,
18,persistence_last,causal,10,10,0.4125613260840021,-4.317097272340519,-0.0023808529301199144,1.8243700220245878,1.9688393318717072,,
18,persistence_last,causal,11,11,0.3882646690273514,-3.1423305377151065,-0.002098157270571166,1.665473870710763,1.843623122820162,,
18,persistence_last,causal,12,12,0.25969433137861525,-1.0895453569238716,0.008968609865470989,1.3474912674189048,1.6030520128686452,,
18,seasonal_persistence,causal,1,1,0.4879554426547103,-3.89495157778156,0.0,1.3826476809935906,1.5578136133009983,,
18,seasonal_persistence,causal,2,2,0.6475668797539974,0.20579469761903768,-0.020867655134541252,0.6189487738534297,0.7832468123432511,,
18,seasonal_persistence,causal,3,3,0.471766400558579,-0.15837944391619052,-0.011976047904191489,0.72643465833731,0.9288526675907767,,
18,seasonal_persistence,causal,4,4,0.6766720899795987,0.29546531933736997,0.13211951447245562,0.5023203573931707,0.6528655780798848,,
18,seasonal_persistence,causal,5,5,0.5856502183957021,-0.17204015043966736,0.10719788685890386,0.6447031490228841,0.8034093644293008,,
18,seasonal_persistence,causal,6,6,0.03693676847425518,-0.7157297351413634,0.002542449832016791,0.8086237328716931,1.0597209813802242,,
18,seasonal_persistence,causal,7,7,0.1514880285428989,-0.5911767274981337,0.08218343031310615,0.7162725898947024,0.9075982102435972,,
18,seasonal_persistence,causal,8,8,0.23077787531793564,-0.7176386168240139,-0.01109791742784072,0.7952547996935008,0.987653123822244,,
18,seasonal_persistence,causal,9,9,-0.25689997556156685,-3.449636103565444,-0.028828404226071136,1.7286629986741975,1.9879295775744321,,
18,seasonal_persistence,causal,10,10,-0.2607284506369391,-4.243064722024544,-0.02183406113537112,1.7027679701306648,1.9550847287211213,,
18,seasonal_persistence,causal,11,11,-0.020068667110847083,-2.079568641202105,-0.02297427431558674,1.3087651333354449,1.5896251141583977,,
18,seasonal_persistence,causal,12,12,0.25969433137861525,-1.0895453569238716,0.008968609865470989,1.3474912674189048,1.6030520128686452,,
18,ridge,causal,1,1,0.786667858278324,-4.66347737674825,0.0,1.6182663451232742,1.6756483364565993,False,2.254278168468673
18,ridge,causal,2,2,0.662342009786055,-2.9791132722669955,0.02206747744213422,1.622465604448896,1.7531755127733093,False,2.254278168468673
18,ridge,causal,3,3,0.5831219203470467,-3.911656800288748,0.0011439466158245093,1.7790531920940837,1.9126496184552926,False,2.254278168468673
18,ridge,causal,4,4,0.5042225558004625,-3.2521648654739463,0.032523905385002494,1.4560601611598962,1.6039012675849682,False,2.254278168468673
18,ridge,causal,5,5,0.6705870852905379,-2.801566593864751,-0.0015662701604368667,1.339536761029385,1.4469280838220981,False,2.254278168468673
18,ridge,causal,6,6,0.722158323165119,-1.0755990718295703,0.09544370980074657,1.016406953182703,1.1655712535091949,False,2.254278168468673
18,ridge,causal,7,7,0.6865832480103014,-0.25942325733761096,0.09358889073673693,0.6795369864032074,0.8074586218881683,False,2.254278168468673
18,ridge,causal,8,8,0.5623983255339301,0.11115803118407508,0.01678731624994456,0.6066402292989295,0.7104783038483881,False,2.254278168468673
18,ridge,causal,9,9,0.4362810621377432,0.025230716119758245,-0.003385240352065111,0.7699062472467988,0.9304427700754897,False,2.254278168468673
18,ridge,causal,10,10,0.517590803575432,0.0672744757064766,0.06904739291480677,0.6685744565327625,0.8246124828228558,False,2.254278168468673
18,ridge,causal,11,11,0.3130630441304324,-0.5085572013877155,0.031686778366177726,0.9199238578720248,1.1125784979272906,False,2.254278168468673
18,ridge,causal,12,12,0.5104235554090157,-0.6275925475311344,0.052163279075651436,1.114898866499876,1.4147983959699952,False,2.254278168468673
18,mlp_11,causal,1,1,0.6821004698287483,-7.9237541810111,0.0,2.038875764107774,2.103367183985114,True,2.1947141441320355
18,mlp_11,causal,2,2,0.5310927520656347,-4.38097855138181,0.002709700728608544,1.8972787105070188,2.0387448426307375,True,2.1947141441320355
18,mlp_11,causal,3,3,0.4422171101059597,-5.150832882902415,-0.0036474164133737386,1.9951224440762527,2.1403676354259895,True,2.1947141441320355
18,mlp_11,causal,4,4,0.2835452425050778,-5.621221963613086,0.004124926340601021,1.8452428587511867,2.0014357675464716,True,2.1947141441320355
18,mlp_11,causal,5,5,0.46183650625487777,-4.310178351224661,-0.02611214730743283,1.5813139694961265,1.710094848282296,True,2.1947141441320355
18,mlp_11,causal,6,6,0.50532903492615,-2.6264167748004565,-0.0013825794983211015,1.3753622040013906,1.5406569644064283,True,2.1947141441320355
18,mlp_11,causal,7,7,0.42770019363073863,-0.8659810208876797,0.061348144407977756,0.8208089845050607,0.9828517896396346,True,2.1947141441320355
18,mlp_11,causal,8,8,0.2638266533797655,-0.4548435692774826,-0.0010530472554957093,0.7525889720412642,0.908964021277201,True,2.1947141441320355
18,mlp_11,causal,9,9,0.2584666738346897,-0.17112186359803272,0.011247289050284937,0.8292107783568136,1.0198582002424026,True,2.1947141441320355
18,mlp_11,causal,10,10,0.19346886248276363,-1.0629280399147678,-0.037227846967117895,1.0398950256104895,1.2263516323905015,True,2.1947141441320355
18,mlp_11,causal,11,11,0.11509938697291933,-2.135384091393967,-0.017689123071132906,1.3997084655026428,1.6039659567524711,True,2.1947141441320355
18,mlp_11,causal,12,12,0.3543506374510804,-2.3540756406027876,-0.0207191712331507,1.7661917759255474,2.0309916538018897,True,2.1947141441320355
18,extra_trees,causal,1,1,0.5467745929933727,-15.06625441936928,0.0,2.7447543830298806,2.822270359742038,False,2.324574372536857
18,extra_trees,causal,2,2,0.4275455830009614,-8.35902481263678,-0.005704426212190583,2.5586733199012115,2.6887321752935343,False,2.324574372536857
18,extra_trees,causal,3,3,0.2466474994289975,-11.389841465330527,-7.003046325149143e-05,2.918592638176344,3.037765785524639,False,2.324574372536857
18,extra_trees,causal,4,4,0.4551667009193884,-10.049362251966434,-0.00017509455105768623,2.48729431323972,2.5854800397948448,False,2.324574372536857
18,extra_trees,causal,5,5,0.5614718385373736,-7.80612569758147,-0.005881524265689775,2.1046548416357242,2.202206726680679,False,2.324574372536857
18,extra_trees,causal,6,6,0.46117252751485865,-5.595537959345527,-0.013035785216480633,1.9438928847381045,2.0777448095716795,False,2.324574372536857
18,extra_trees,causal,7,7,0.4570894849683615,-3.479588503259766,-0.032530851709487996,1.3886241490168711,1.5228372180070646,False,2.324574372536857
18,extra_trees,causal,8,8,0.19197846358775836,-3.018650340580905,0.03291369035873559,1.3600976188402518,1.5107014777283239,False,2.324574372536857
18,extra_trees,causal,9,9,0.2260918491174753,-1.3753451025114867,-0.028745350016909033,1.2807445512864801,1.4524530582185886,False,2.324574372536857
18,extra_trees,causal,10,10,0.23072401862595476,-2.947065774346238,-0.01616692549675469,1.4979898418278006,1.6963292698321222,False,2.324574372536857
18,extra_trees,causal,11,11,0.20292083690478616,-3.2545523877792837,-0.0037218878682292456,1.6587400096472846,1.8684294715947345,False,2.324574372536857
18,extra_trees,causal,12,12,0.3096137467943959,-3.9387111612332584,0.008486771705841334,2.2268541783971014,2.464498318185818,False,2.324574372536857
24,persistence_last,causal,1,1,0.8025715439921344,-4.40954336612934,0.0,1.7247926924877923,1.7913234906601019,,
24,persistence_last,causal,2,2,0.7688474404164738,-0.6061544284713316,0.3421112892145638,0.9925419263674435,1.1711378785048403,,
24,persistence_last,causal,3,3,0.6627787734836857,-0.5657550967809015,0.42880505887483655,0.7623080971189242,0.9226759837257341,,
24,persistence_last,causal,4,4,0.5317169140330044,-0.9391762096565139,0.26989540700318326,0.9518903540657305,1.1401920437705404,,
24,persistence_last,causal,5,5,0.6295189482480051,-0.8374123805733049,0.38868793160144677,0.9593530927552587,1.1513854565952812,,
24,persistence_last,causal,6,6,0.5621402062696325,-0.7548925343150528,0.37263893438148266,0.972850825133466,1.1933622003422937,,
24,persistence_last,causal,7,7,0.5938827872880328,-0.8183805745974311,0.37263893438148266,0.9990784977856505,1.2087728569174316,,
24,persistence_last,causal,8,8,0.6183239412045352,-0.8319302309274244,0.3853868194842407,1.0179684405811709,1.2250968517922922,,
24,persistence_last,causal,9,9,0.5192030670759962,-0.8623278022214229,0.33216245883644346,1.1896978877532762,1.4623145299531584,,
24,persistence_last,causal,10,10,0.5782277239945092,-0.7127636998624203,0.3209165942658557,0.9290113250096831,1.1388954790942003,,
24,persistence_last,causal,11,11,0.7410665316604873,-0.04354598266001797,0.4385964912280702,0.5739761845730752,0.7207876652867256,,
24,persistence_last,causal,12,12,0.4866042673608129,-0.2773016694798698,0.35,0.7435068570893206,1.0352987923733017,,
24,seasonal_persistence,causal,1,1,0.7491916616554548,-1.3630454381640833,0.0,1.0516128254126165,1.183940164604565,,
24,seasonal_persistence,causal,2,2,0.7359689629953378,0.4933899749274493,0.038301597723790826,0.553451602237017,0.6577354774302708,,
24,seasonal_persistence,causal,3,3,0.5541718129698286,-0.27281443132208594,0.16223524109959453,0.6695525785994193,0.8318975492397734,,
24,seasonal_persistence,causal,4,4,0.6797555715621217,0.3847030428200088,0.2562347188264059,0.49155343028087606,0.6422612979551008,,
24,seasonal_persistence,causal,5,5,0.6123012443233189,0.060095550361377925,0.040763673890608865,0.6484345169610035,0.8234917888537001,,
24,seasonal_persistence,causal,6,6,0.5152695383084295,-0.3494028382069432,-0.02012072434607637,0.8409615906732156,1.0464484135531507,,
24,seasonal_persistence,causal,7,7,0.5751342725491438,0.09396786096202847,-0.010463378176382543,0.6568885945642645,0.8532457021375907,,
24,seasonal_persistence,causal,8,8,0.6032836833152992,0.13169353827188224,-0.010383889238514854,0.6529512703621044,0.8434366635456095,,
24,seasonal_persistence,causal,9,9,0.6583904340498795,0.17070937283480858,-0.010066058508965137,0.7455501033443028,0.9758119007368968,,
24,seasonal_persistence,causal,10,10,0.5268212021321615,0.08666723551199873,0.05607685433422693,0.6370989697323135,0.8316673705576612,,
24,seasonal_persistence,causal,11,11,0.7605551407723001,0.5762898026908424,0.10406440212055756,0.34056757794906417,0.4592889626603842,,
24,seasonal_persistence,causal,12,12,0.4866042673608129,-0.2773016694798698,0.35,0.7435068570893206,1.0352987923733017,,
24,ridge,causal,1,1,0.8101137651551824,-5.7803495157244935,0.0,1.9463778186865217,2.005486572410595,False,2.653680851050519
24,ridge,causal,2,2,0.7743283585311156,-1.647766399593277,0.057168566286742495,1.356870376368617,1.5036758035235673,False,2.653680851050519
24,ridge,causal,3,3,0.5449726001682774,-2.601022008543416,0.019603920784156736,1.2552700627082556,1.399265696369963,False,2.653680851050519
24,ridge,causal,4,4,0.45346692924201076,-3.255407960927233,-0.0250707642539425,1.5232321039817918,1.689040136542731,False,2.653680851050519
24,ridge,causal,5,5,0.6645129494735421,-3.575300332844467,-0.04778775313015826,1.686091812801023,1.816884098699988,False,2.653680851050519
24,ridge,causal,6,6,0.5858063443626214,-3.6602700842205493,-0.043647314451263686,1.7885970959918158,1.9446997469160296,False,2.653680851050519
24,ridge,causal,7,7,0.6794227876503599,-4.28602242743607,-0.0342794923781633,1.929111099364209,2.0609469285495687,False,2.653680851050519
24,ridge,causal,8,8,0.6972852849116926,-4.397905315145216,-0.03382733131850113,1.969686884589715,2.102948272533253,False,2.653680851050519
24,ridge,causal,9,9,0.740947735363101,-3.8790713057497417,-0.027541529441569068,2.1968355797735777,2.3669076563610494,False,2.653680851050519
24,ridge,causal,10,10,0.6616821592666434,-4.878437645105486,-0.028002735485728625,1.9872981981077613,2.1099205493394813,False,2.653680851050519
24,ridge,causal,11,11,0.56498894526208,-6.002194241749079,-0.018762261458890706,1.7698007973988064,1.867104509023211,False,2.653680851050519
24,ridge,causal,12,12,0.6930238745361954,-5.251242635434219,-0.013088819523269013,2.1607057405049304,2.2903515363638722,False,2.653680851050519
24,mlp_11,causal,1,1,0.6632399321816785,-6.345933685032786,0.0,2.0047353833840003,2.08745546840583,True,2.638511760678255
24,mlp_11,causal,2,2,0.69601479620704,-1.4090985958380817,0.1713782272274572,1.2637305392648637,1.434305504867785,True,2.638511760678255
24,mlp_11,causal,3,3,0.28004698416138624,-1.9184029167208245,0.222255752546209,1.0128844102029952,1.259679103005364,True,2.638511760678255
24,mlp_11,causal,4,4,0.20484030366956058,-2.1160682234983783,0.09277181309541804,1.168765007133223,1.445349404116077,True,2.638511760678255
24,mlp_11,causal,5,5,0.2217084118726895,-2.1300616846420537,0.12671033478893734,1.2177077726270435,1.5027746778720983,True,2.638511760678255
24,mlp_11,causal,6,6,0.15246238230162562,-2.1726196834010474,0.11837881219903679,1.3026060038335774,1.6045602215088706,True,2.638511760678255
24,mlp_11,causal,7,7,0.11762714235134165,-2.9239941056094425,0.06279069767441858,1.4738117800422252,1.7756872685430571,True,2.638511760678255
24,mlp_11,causal,8,8,0.09560346442518809,-3.33330301129915,0.06021457057799251,1.5855829878982561,1.8841934441802943,True,2.638511760678255
24,mlp_11,causal,9,9,0.10000499471053428,-3.1225555299959913,0.06681864235055734,1.835377181810073,2.175684856914396,True,2.638511760678255
24,mlp_11,causal,10,10,0.19558814158843146,-3.8755888687791824,0.03720847427452367,1.6549366115343733,1.9215366948425465,True,2.638511760678255
24,mlp_11,causal,11,11,0.05093788231586176,-5.008907425127257,-0.0020305393112409753,1.4797281704685754,1.7296144597720764,True,2.638511760678255
24,mlp_11,causal,12,12,-0.010702382036112944,-4.314002030180048,0.014101375367022051,1.8312955736271004,2.1116883575476195,True,2.638511760678255
24,extra_trees,causal,1,1,0.6243552098484283,-9.781476666380119,0.0,2.4271113620638656,2.528906900111548,False,2.7896883053044426
24,extra_trees,causal,2,2,0.6429339559611025,-3.77821913678195,-0.03806826541121078,1.8337651124040857,2.0199815822006304,False,2.7896883053044426
24,extra_trees,causal,3,3,0.46588928103248245,-5.713680692617315,0.00014086491055076422,1.776856552178124,1.9105906167795956,False,2.7896883053044426
24,extra_trees,causal,4,4,0.3960619237489157,-5.75759900081466,0.0,1.9791938221041225,2.1284604141379226,False,2.7896883053044426
24,extra_trees,causal,5,5,0.19394133870338626,-6.239937766392587,0.00035419544504655676,2.126400090720427,2.285519004341481,False,2.7896883053044426
24,extra_trees,causal,6,6,0.28197762497112944,-5.568190868309385,0.0007479964381121862,2.1340458510506966,2.308712724765704,False,2.7896883053044426
24,extra_trees,causal,7,7,0.08375057823865827,-6.108244643561917,0.0007479964381121862,2.2166723883169945,2.389920700367201,False,2.7896883053044426
24,extra_trees,causal,8,8,-0.010888679258571149,-6.428320002943221,0.0013882461823230274,2.292881187121245,2.4669551913575836,False,2.7896883053044426
24,extra_trees,causal,9,9,-0.11826938632266613,-5.376747352675671,0.015672985280101637,2.4779069363747093,2.7059037041372256,False,2.7896883053044426
24,extra_trees,causal,10,10,-0.09313332703790346,-6.643873585777987,0.00808350613292097,2.237751657735385,2.405979330523165,False,2.7896883053044426
24,extra_trees,causal,11,11,-0.12777901412038092,-7.633270096294455,-0.0008410134211724873,1.9441952314923636,2.073190522900654,False,2.7896883053044426
24,extra_trees,causal,12,12,0.6150557517781969,-5.7932481989459506,-0.0012620508326031121,2.223610089615498,2.387578770685321,False,2.7896883053044426
48,persistence_last,causal,1,1,0.9576826956765588,0.09674147630656804,0.12096286440062898,0.7183488686025595,0.7595013511911113,,
48,persistence_last,causal,2,2,0.9311371790420793,0.7200133926330411,0.5286351803644478,0.3541793775215717,0.4454282153858954,,
48,persistence_last,causal,3,3,0.7502393011748515,-0.6791350909540974,0.10571256764882742,1.0739376344481657,1.2499216286163626,,
48,persistence_last,causal,4,4,0.7441239517956066,-1.1360046740749046,0.045549416820135025,1.2219472655283985,1.3741183786510922,,
48,persistence_last,causal,5,5,0.738860457896567,-0.6521814590651931,0.09647630619684089,1.057134156104091,1.2377755851560108,,
48,persistence_last,causal,6,6,0.7328842715574079,-0.5909604527415215,0.12276677933365521,1.0287320826187154,1.2167157924633292,,
